Strategy,Revenue,Profit,UnitsSold,ROI,Run
none,950.3552230262261,475.17761151311305,95.03552230262261,0.5,47
promotion,747.071749773351,332.031888788156,83.007972197039,0.4444444444444444,47
markdown,1138.3000424302948,426.8625159113605,142.28750530378684,0.375,48
none,843.0570526845553,421.52852634227764,84.30570526845553,0.5,48
promotion,609.8544896108986,271.046439827066,67.7616099567665,0.4444444444444444,48
markdown,494.2618605289437,185.34819769835389,61.782732566117964,0.375,49
none,1149.6232536607572,574.8116268303786,114.96232536607573,0.5,49
promotion,960.5208211371654,426.8981427276291,106.72453568190727,0.4444444444444445,49
markdown,793.814503273758,297.68043872765924,99.22681290921975,0.375,50
none,597.8040919035938,298.9020459517969,59.78040919035938,0.5,50
promotion,1204.462616981525,535.3167186584556,133.8291796646139,0.4444444444444445,50
markdown,1018.4789853323689,381.92961949963836,127.30987316654611,0.37500000000000006,51
none,551.8191617571633,275.90958087858166,55.18191617571633,0.5,51
promotion,1021.5062700982554,454.0027867103357,113.50069667758393,0.4444444444444444,51
markdown,1063.4118817440913,398.7794556540342,132.9264852180114,0.375,52
none,781.7438124893146,390.8719062446573,78.17438124893145,0.5,52
promotion,747.071749773351,332.031888788156,83.007972197039,0.4444444444444444,52
markdown,718.9263425875546,269.597378470333,89.86579282344432,0.37500000000000006,53
none,597.8040919035939,298.90204595179694,59.78040919035938,0.5,53
promotion,1280.6944281828871,569.1975236368387,142.29938090920967,0.4444444444444444,53
markdown,479.2842283917032,179.7315856468887,59.9105285489629,0.375,54
none,1072.9817034167065,536.4908517083533,107.29817034167066,0.5,54
promotion,1051.9989945788002,467.55510870168894,116.88877717542223,0.4444444444444444,54
markdown,733.9039747247951,275.2139905217982,91.7379968405994,0.37500000000000006,55
none,827.7287426357454,413.8643713178727,82.77287426357455,0.5,55
promotion,1036.7526323385277,460.7789477060123,115.19473692650307,0.44444444444444436,55
markdown,1048.4342496068502,393.16284360256884,131.05428120085628,0.375,56
none,858.3853627333655,429.19268136668273,85.83853627333656,0.5,56
promotion,686.086300812261,304.92724480544933,76.23181120136233,0.4444444444444444,56
markdown,1153.2776745675353,432.47912796282577,144.15970932094191,0.375,57
none,1011.6684632214663,505.8342316107331,101.16684632214663,0.5,57
promotion,426.8981427276292,189.7325078789463,47.43312696973658,0.4444444444444444,57
markdown,1123.322410293054,421.2459038598953,140.41530128663175,0.37500000000000006,58
none,735.7588823428845,367.87944117144224,73.57588823428844,0.5,58
promotion,731.8253875330784,325.25572779247926,81.31393194811982,0.4444444444444444,58
markdown,614.0829176268695,230.28109411007608,76.76036470335869,0.375,59
none,1057.6533933678966,528.8266966839483,105.76533933678965,0.5,59
promotion,930.0280966566206,413.3458207362758,103.33645518406895,0.4444444444444444,59
markdown,1033.4566174696097,387.5462315511036,129.1820771837012,0.37499999999999994,60
none,904.3702928797959,452.18514643989795,90.43702928797958,0.5,60
promotion,655.593576331716,291.374922814096,72.843730703524,0.4444444444444445,60
markdown,1048.4342496068502,393.16284360256884,131.05428120085628,0.375,61
none,613.132401952404,306.566200976202,61.3132401952404,0.5,61
promotion,930.0280966566204,413.3458207362757,103.33645518406892,0.4444444444444444,61
markdown,599.1052854896287,224.66448205861076,74.88816068620359,0.375,62
none,1088.310013465517,544.1550067327585,108.83100134655169,0.5,62
promotion,914.781734416348,406.5696597405991,101.64241493514977,0.4444444444444445,62
markdown,943.5908246461653,353.84655924231197,117.94885308077066,0.375,63
none,1103.638323514327,551.8191617571636,110.3638323514327,0.5,63
promotion,548.8690406498088,243.94179584435946,60.985448961089865,0.4444444444444445,63
markdown,1033.4566174696095,387.5462315511036,129.18207718370118,0.375,64
none,1088.310013465517,544.1550067327585,108.8310013465517,0.5,64
promotion,472.6372294484466,210.06099086597627,52.515247716494066,0.4444444444444445,64
markdown,703.948710450314,263.98076641886774,87.99358880628925,0.375,65
none,1011.6684632214665,505.83423161073324,101.16684632214664,0.5,65
promotion,884.2890099358028,393.0173377492457,98.25433443731143,0.4444444444444445,65
markdown,1048.4342496068502,393.16284360256884,131.05428120085628,0.375,66
none,689.7739521964544,344.8869760982272,68.97739521964543,0.5,66
promotion,853.7962854552582,379.4650157578925,94.86625393947313,0.4444444444444444,66
markdown,1153.2776745675353,432.4791279628257,144.15970932094191,0.375,67
none,689.7739521964544,344.8869760982272,68.97739521964544,0.5,67
promotion,747.071749773351,332.031888788156,83.007972197039,0.4444444444444444,67
markdown,1003.5013531951282,376.3130074481731,125.43766914939103,0.375,68
none,735.7588823428847,367.87944117144235,73.57588823428847,0.5,68
promotion,853.796285455258,379.46501575789244,94.86625393947311,0.4444444444444444,68
markdown,853.7250318227208,320.1468869335203,106.7156289778401,0.375,69
none,858.3853627333655,429.19268136668273,85.83853627333656,0.5,69
promotion,884.2890099358032,393.0173377492458,98.25433443731146,0.4444444444444444,69
markdown,1168.255306704776,438.0957400142911,146.031913338097,0.37500000000000006,70
none,751.0871923916945,375.5435961958473,75.10871923916946,0.5,70
promotion,670.8399385719886,298.1510838097727,74.53777095244317,0.4444444444444444,70
markdown,539.1947569406659,202.19803385274972,67.39934461758324,0.375,71
none,766.4155024405052,383.2077512202526,76.6415502440505,0.5,71
promotion,1295.9407904231593,575.9736846325153,143.99342115812883,0.4444444444444445,71
markdown,1033.4566174696097,387.5462315511037,129.1820771837012,0.37500000000000006,72
none,490.50592156192323,245.25296078096162,49.05059215619232,0.5,72
promotion,1067.2453568190724,474.33126969736554,118.58281742434139,0.4444444444444445,72
markdown,943.5908246461653,353.84655924231197,117.94885308077066,0.375,73
none,643.7890220500243,321.89451102501215,64.37890220500242,0.5,73
promotion,1006.2599078579826,447.22662571465895,111.80665642866474,0.4444444444444445,73
markdown,1452.8303173123497,544.8113689921312,181.60378966404372,0.375,74
none,781.743812489315,390.8719062446575,78.1743812489315,0.5,74
promotion,350.66633152626684,155.85170290056303,38.96292572514076,0.4444444444444444,74
markdown,853.7250318227208,320.1468869335203,106.7156289778401,0.375,75
none,889.0419828309858,444.5209914154929,88.90419828309858,0.5,75
promotion,853.7962854552582,379.4650157578925,94.86625393947313,0.4444444444444444,75
markdown,763.8592389992766,286.44721462472876,95.48240487490958,0.37500000000000006,76
none,812.4004325869353,406.20021629346763,81.24004325869352,0.5,76
promotion,1021.5062700982552,454.0027867103356,113.5006966775839,0.4444444444444444,76
markdown,823.7697675482397,308.9136628305899,102.97122094352996,0.375,77
none,873.7136727821755,436.85683639108777,87.37136727821755,0.5,77
promotion,899.5353721760754,399.7934987449224,99.9483746862306,0.4444444444444444,77
markdown,793.8145032737582,297.6804387276593,99.22681290921977,0.37499999999999994,78
none,1164.9515637095674,582.4757818547837,116.49515637095674,0.5,78
promotion,640.3472140914436,284.59876181841935,71.14969045460484,0.4444444444444444,78
markdown,778.8368711365173,292.063826676194,97.35460889206466,0.37500000000000006,79
none,858.3853627333656,429.1926813666828,85.83853627333656,0.5,79
promotion,960.5208211371655,426.8981427276291,106.72453568190727,0.4444444444444444,79
markdown,1063.4118817440908,398.7794556540341,132.92648521801135,0.37500000000000006,80
none,1072.981703416707,536.4908517083535,107.2981703416707,0.5,80
promotion,457.390867208174,203.28482987029955,50.82120746757489,0.4444444444444445,80
markdown,449.3289641172215,168.49836154395808,56.16612051465269,0.37500000000000006,81
none,965.6835330750362,482.8417665375181,96.56835330750361,0.5,81
promotion,1189.2162547412524,528.5405576627788,132.1351394156947,0.4444444444444444,81
markdown,599.1052854896288,224.66448205861082,74.8881606862036,0.375,82
none,1072.9817034167068,536.4908517083534,107.29817034167067,0.5,82
promotion,930.0280966566204,413.34582073627575,103.33645518406894,0.4444444444444445,82
markdown,913.6355603716836,342.6133351393814,114.20444504646045,0.37500000000000006,83
none,628.460712001214,314.230356000607,62.8460712001214,0.5,83
promotion,1051.9989945788004,467.55510870168905,116.88877717542226,0.4444444444444444,83
markdown,1108.3447781558132,415.62929180842997,138.54309726947665,0.375,84
none,398.5360612690626,199.2680306345313,39.85360612690626,0.5,84
promotion,1082.491719059345,481.10743069304226,120.27685767326057,0.4444444444444444,84
markdown,883.6802960972025,331.3801110364509,110.46003701215031,0.37499999999999994,85
none,919.6986029286056,459.8493014643028,91.96986029286056,0.5,85
promotion,792.8108364941684,352.36037177518597,88.09009294379649,0.4444444444444445,85
markdown,838.7473996854801,314.53027488205504,104.84342496068501,0.375,86
none,1072.9817034167068,536.4908517083534,107.29817034167067,0.5,86
promotion,686.0863008122611,304.9272448054494,76.23181120136235,0.4444444444444444,86
markdown,793.8145032737582,297.6804387276593,99.22681290921977,0.37499999999999994,87
none,659.1173320988343,329.5586660494171,65.91173320988344,0.5,87
promotion,1143.4771680204349,508.2120746757488,127.0530186689372,0.4444444444444444,87
markdown,1063.4118817440908,398.77945565403405,132.92648521801135,0.375,88
none,628.4607120012142,314.2303560006071,62.84607120012143,0.5,88
promotion,899.5353721760756,399.7934987449225,99.94837468623062,0.4444444444444444,88
markdown,703.9487104503137,263.98076641886763,87.99358880628921,0.375,89
none,643.7890220500241,321.89451102501204,64.3789022050024,0.5,89
promotion,1250.2017037023425,555.6452016454855,138.91130041137137,0.4444444444444444,89
markdown,763.8592389992765,286.4472146247287,95.48240487490956,0.375,90
none,843.0570526845556,421.5285263422778,84.30570526845557,0.5,90
promotion,991.0135456177102,440.4504647189823,110.11261617974557,0.4444444444444444,90
markdown,1063.4118817440908,398.7794556540341,132.92648521801135,0.37500000000000006,91
none,735.7588823428848,367.8794411714424,73.57588823428848,0.5,91
promotion,792.8108364941683,352.36037177518585,88.09009294379646,0.4444444444444444,91
markdown,1063.4118817440908,398.7794556540341,132.92648521801135,0.37500000000000006,92
none,689.7739521964544,344.8869760982272,68.97739521964544,0.5,92
promotion,838.5499232149858,372.6888547622159,93.17221369055397,0.4444444444444444,92
markdown,928.6131925089248,348.2299471908468,116.0766490636156,0.375,93
none,843.0570526845553,421.52852634227764,84.30570526845553,0.5,93
promotion,823.303560974713,365.9126937665391,91.47817344163478,0.4444444444444444,93
markdown,733.9039747247951,275.2139905217982,91.7379968405994,0.37500000000000006,94
none,613.1324019524038,306.5662009762019,61.31324019524038,0.5,94
promotion,1250.2017037023425,555.6452016454855,138.91130041137137,0.4444444444444444,94
markdown,644.0381819013509,241.5143182130066,80.50477273766886,0.375,95
none,751.0871923916949,375.54359619584744,75.10871923916949,0.5,95
promotion,1204.462616981525,535.3167186584554,133.82917966461386,0.44444444444444436,95
markdown,599.1052854896286,224.66448205861076,74.88816068620358,0.37500000000000006,96
none,1287.578044100048,643.789022050024,128.7578044100048,0.5,96
promotion,716.5790252928061,318.4795667968027,79.61989169920068,0.4444444444444444,96
markdown,688.9710783130731,258.3641543674024,86.12138478913414,0.375,97
none,1011.6684632214664,505.8342316107332,101.16684632214664,0.5,97
promotion,899.5353721760754,399.79349874492243,99.94837468623061,0.4444444444444445,97
markdown,599.1052854896287,224.66448205861076,74.88816068620359,0.375,98
none,889.0419828309858,444.5209914154929,88.90419828309858,0.5,98
promotion,1112.98444353989,494.6597526843955,123.66493817109888,0.4444444444444444,98
markdown,898.6579282344431,336.99672308791617,112.3322410293054,0.375,99
none,735.7588823428847,367.87944117144235,73.57588823428847,0.5,99
promotion,960.5208211371654,426.8981427276291,106.72453568190727,0.4444444444444445,99
markdown,659.0158140385913,247.13093026447177,82.37697675482391,0.37500000000000006,100
none,567.1474718059736,283.5737359029868,56.71474718059736,0.5,100
promotion,1372.1726016245225,609.8544896108988,152.4636224027247,0.44444444444444436,100
